ID,Nombre,Edad,Género,Ciudad,Comentario,Categoría del problema,Nivel de urgencia,Fecha del reporte,Acceso a internet,Atención previa del gobierno,Zona rural,Prioridad
5716,Ana,19.0,M,Medellín,queremos más presencia policial.,Seguridad,No urgente,2023-08-10,1,1,1,78
5717,Juan,,F,Santa Marta,las calles están muy oscuras y peligrosas.,Salud,Urgente,2023-10-12,1,0,0,90
5718,Ana,31.0,M,Pereira,faltan médicos en el centro de salud.,Salud,Urgente,2024-01-20,1,1,1,100
5719,Ana,44.0,M,Medellín,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2024-07-02,1,0,0,80
5720,María,59.0,Otro,Cúcuta,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-03-27,0,0,1,85
5721,Camilo,19.0,M,Cartagena,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-11-06,1,1,0,80
5722,Laura,73.0,M,Barranquilla,no hay suficientes escuelas públicas.,Educación,No urgente,2023-11-05,0,1,1,90
5723,Ana,26.0,M,Cartagena,no hay suficientes escuelas públicas.,Seguridad,Urgente,2023-09-24,0,1,0,100
5724,Laura,74.0,M,Cúcuta,queremos más presencia policial.,Educación,Urgente,2024-07-02,0,1,1,100
5725,Laura,69.0,Otro,Cúcuta,queremos más presencia policial.,Salud,No urgente,2024-08-23,0,0,0,75
5726,Laura,21.0,M,Cali,la contaminación del río está aumentando.,Educación,No urgente,2023-04-19,1,1,0,55
5727,Juan,23.0,F,Bucaramanga,la contaminación del río está aumentando.,Seguridad,No urgente,2024-07-01,1,1,0,58
5728,Pedro,20.0,M,Cartagena,falta agua potable en varias casas.,Salud,No urgente,2023-04-26,0,0,0,75
5729,María,59.0,Otro,Medellín,necesitamos más acceso a internet en la zona.,Educación,No urgente,2024-03-07,1,1,0,55
5730,Carlos,32.0,M,Cúcuta,queremos más presencia policial.,Medio Ambiente,No urgente,2023-09-12,1,0,1,70
5731,Juan,17.0,Otro,Cartagena,falta agua potable en varias casas.,Seguridad,Urgente,2023-07-03,1,0,0,88
5732,Sofía,32.0,M,Cartagena,hay problemas con la recolección de basura.,Salud,Urgente,2024-07-05,1,1,1,100
5733,María,29.0,M,,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,2024-11-16,1,1,0,58
5734,Juan,75.0,Otro,Bucaramanga,queremos más presencia policial.,Salud,Urgente,2023-10-01,1,0,1,100
5735,María,28.0,M,Cali,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-08-26,1,0,0,80
5736,Juan,58.0,F,Cúcuta,queremos más presencia policial.,Medio Ambiente,No urgente,2023-12-15,0,1,0,65
5737,Valentina,55.0,Otro,Bucaramanga,las calles están muy oscuras y peligrosas.,Educación,No urgente,2023-02-09,1,1,0,55
5738,Sofía,35.0,F,Manizales,no hay suficientes escuelas públicas.,Educación,No urgente,2023-12-06,1,0,0,55
5739,Sofía,69.0,F,Bogotá,no hay suficientes escuelas públicas.,Salud,Urgente,2024-03-04,1,0,0,90
5740,Ana,63.0,F,Medellín,queremos más presencia policial.,Educación,Urgente,2024-04-25,1,1,0,85
5741,Jorge,68.0,M,Manizales,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2023-10-06,1,1,1,70
5742,Camilo,48.0,M,Cartagena,no hay suficientes escuelas públicas.,Educación,No urgente,2023-07-11,1,1,1,75
5743,María,58.0,Otro,Bucaramanga,necesitamos más acceso a internet en la zona.,Salud,Urgente,2023-01-10,0,0,1,100
5744,Laura,44.0,M,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,2024-05-08,1,1,1,78
5745,Laura,67.0,Otro,Santa Marta,faltan médicos en el centro de salud.,Salud,Urgente,2024-03-15,1,0,0,90
5746,Sofía,27.0,F,Bogotá,las basuras no se recogen a tiempo.,Educación,Urgente,2024-05-12,0,1,1,100
5747,María,73.0,M,Cartagena,no hay suficientes escuelas públicas.,Salud,No urgente,2024-02-11,0,0,0,75
5748,María,74.0,Otro,Cartagena,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2024-07-19,1,1,0,50
5749,María,76.0,Otro,Cúcuta,las basuras no se recogen a tiempo.,Salud,No urgente,2024-02-20,1,0,1,80
5750,Ana,20.0,F,Manizales,no hay suficientes escuelas públicas.,Seguridad,Urgente,2024-07-09,0,0,1,100
5751,Jorge,64.0,Otro,Cartagena,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2023-12-20,0,0,0,100
5752,María,19.0,M,Manizales,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,2024-11-08,0,0,0,100
5753,Jorge,,M,Cúcuta,queremos más presencia policial.,Salud,No urgente,2024-07-13,1,1,1,80
5754,Carlos,74.0,Otro,Santa Marta,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2024-09-22,1,1,0,88
5755,María,64.0,M,Barranquilla,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2024-10-25,0,0,1,85
5756,Carlos,29.0,M,Cúcuta,la contaminación del río está aumentando.,Educación,Urgente,2023-02-24,0,1,0,100
5757,Valentina,64.0,,Medellín,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,2023-07-20,1,1,0,55
5758,Carlos,72.0,Otro,Manizales,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,2023-07-04,1,0,1,100
5759,Ana,51.0,M,Bogotá,queremos más presencia policial.,Seguridad,No urgente,2023-07-31,1,1,1,78
5760,Laura,79.0,M,Pereira,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,2023-06-24,0,0,0,100
5761,Laura,20.0,M,,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-07-19,1,1,0,50
5762,Ana,27.0,F,Santa Marta,las calles están muy oscuras y peligrosas.,Educación,No urgente,2024-06-27,1,0,1,75
5763,Juan,,Otro,Bogotá,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2023-02-09,1,1,0,80
5764,Jorge,34.0,M,Barranquilla,faltan médicos en el centro de salud.,Salud,No urgente,2023-03-07,1,0,1,80
5765,Camilo,63.0,F,Pereira,falta agua potable en varias casas.,Seguridad,Urgente,2024-01-20,1,1,1,100
5766,Jorge,38.0,M,Medellín,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2023-07-21,1,0,1,70
5767,María,42.0,F,Cali,falta agua potable en varias casas.,Educación,Urgente,2023-04-08,1,0,1,100
5768,Pedro,65.0,Otro,Santa Marta,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,2023-02-16,1,0,0,90
5769,Carlos,71.0,Otro,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,2023-07-16,0,0,0,70
5770,Ana,24.0,F,,necesitamos más acceso a internet en la zona.,Salud,Urgente,2024-10-25,0,0,0,100
5771,Laura,,Otro,Barranquilla,las calles están muy oscuras y peligrosas.,Seguridad,No urgente,2024-12-01,1,0,1,78
5772,Valentina,58.0,Otro,Manizales,faltan médicos en el centro de salud.,Seguridad,No urgente,2024-02-23,0,0,0,73
5773,Laura,,M,Cali,,Salud,Urgente,2023-02-24,1,1,1,100
5774,Juan,30.0,F,Cartagena,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,2024-11-25,1,0,0,58
5775,Camilo,40.0,Otro,,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2023-07-18,0,0,0,100
5776,Camilo,,F,Medellín,faltan médicos en el centro de salud.,Seguridad,Urgente,2024-06-21,0,1,0,100
5777,Laura,77.0,M,Cartagena,falta agua potable en varias casas.,Medio Ambiente,No urgente,2024-04-25,1,1,1,70
5778,Pedro,79.0,F,Santa Marta,necesitamos más acceso a internet en la zona.,Salud,No urgente,2024-05-19,0,0,1,95
5779,Ana,68.0,Otro,Barranquilla,queremos más presencia policial.,Salud,Urgente,2023-12-20,1,1,1,100
5780,María,60.0,F,Pereira,necesitamos más acceso a internet en la zona.,Educación,Urgente,2024-07-30,0,0,1,100
5781,Sofía,37.0,Otro,Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2024-09-28,0,1,1,85
5782,Carlos,26.0,Otro,Medellín,,Educación,Urgente,2024-09-29,0,1,1,100
5783,María,26.0,Otro,Pereira,la contaminación del río está aumentando.,Seguridad,Urgente,2023-01-29,1,0,0,88
5784,Ana,29.0,Otro,Cartagena,faltan médicos en el centro de salud.,Seguridad,Urgente,2024-02-07,1,0,1,100
5785,Sofía,69.0,Otro,Medellín,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,2023-02-05,1,1,1,75
5786,Carlos,52.0,F,Cúcuta,falta agua potable en varias casas.,Salud,Urgente,2023-11-14,1,0,1,100
5787,Valentina,27.0,Otro,Santa Marta,,Educación,No urgente,2024-01-08,0,0,1,90
5788,Camilo,27.0,M,Cúcuta,queremos más presencia policial.,Seguridad,No urgente,2024-02-10,1,0,1,78
5789,Valentina,73.0,F,Medellín,no hay suficientes escuelas públicas.,Educación,No urgente,2023-12-02,1,1,1,75
5790,Laura,63.0,Otro,Pereira,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,2024-07-22,1,1,1,78
5791,Valentina,78.0,Otro,Barranquilla,hay problemas con la recolección de basura.,Salud,Urgente,2023-10-14,0,1,1,100
5792,Ana,51.0,M,Bogotá,no hay suficientes escuelas públicas.,Educación,Urgente,2023-04-10,0,1,0,100
5793,Ana,,F,Barranquilla,necesitamos más acceso a internet en la zona.,Salud,No urgente,2023-09-06,1,1,1,80
5794,Juan,60.0,M,Pereira,faltan médicos en el centro de salud.,Seguridad,No urgente,2023-11-28,1,1,0,58
5795,Laura,65.0,Otro,Pereira,la contaminación del río está aumentando.,Educación,No urgente,2024-02-02,1,0,1,75
5796,Valentina,76.0,Otro,,hay problemas con la recolección de basura.,Seguridad,No urgente,2023-10-29,1,0,0,58
5797,Laura,41.0,Otro,Cartagena,las basuras no se recogen a tiempo.,Salud,No urgente,2023-09-03,1,1,1,80
5798,Carlos,79.0,F,Santa Marta,queremos más presencia policial.,Seguridad,Urgente,2024-01-21,0,0,1,100
5799,Laura,38.0,Otro,Cúcuta,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,2024-02-06,1,1,1,100
5800,Laura,41.0,Otro,Pereira,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,2023-09-17,1,1,0,60
5801,Pedro,79.0,Otro,Cali,hay problemas con la recolección de basura.,Seguridad,No urgente,2023-10-19,0,1,1,93
5802,Jorge,18.0,M,Cali,las calles están muy oscuras y peligrosas.,Educación,Urgente,2023-11-09,1,0,1,100
5803,Camilo,20.0,Otro,Cali,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,2024-03-29,0,0,0,73
5804,María,37.0,Otro,Bogotá,no hay suficientes escuelas públicas.,Educación,No urgente,2023-06-04,1,0,0,55
5805,Ana,40.0,M,Manizales,necesitamos más acceso a internet en la zona.,Salud,Urgente,2023-01-26,1,0,0,90
5806,Camilo,42.0,F,Pereira,necesitamos más acceso a internet en la zona.,Salud,No urgente,2023-11-19,0,0,0,75
5807,Laura,29.0,Otro,,,Salud,Urgente,2024-02-22,0,1,0,100
5808,Carlos,40.0,M,Santa Marta,no hay suficientes escuelas públicas.,Salud,No urgente,2023-03-20,1,1,1,80
5809,Valentina,33.0,F,Medellín,faltan médicos en el centro de salud.,Educación,Urgente,2024-10-15,0,1,0,100
5810,Juan,21.0,M,Bogotá,queremos más presencia policial.,Seguridad,No urgente,2024-07-22,0,0,1,93
5811,Pedro,,Otro,Cúcuta,hay problemas con la recolección de basura.,Educación,No urgente,2023-10-08,1,1,1,75
5812,María,50.0,Otro,Cúcuta,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2023-04-08,1,0,1,70
5813,Camilo,38.0,F,Cúcuta,falta agua potable en varias casas.,Medio Ambiente,Urgente,2024-07-31,0,1,0,95
5814,Sofía,,Otro,Santa Marta,falta agua potable en varias casas.,Medio Ambiente,Urgente,2024-10-24,1,1,0,80
5815,Juan,47.0,Otro,Manizales,la contaminación del río está aumentando.,Salud,No urgente,2023-06-17,1,1,0,60
5816,Sofía,75.0,F,Medellín,la contaminación del río está aumentando.,Educación,No urgente,2023-11-29,1,0,0,55
5817,Jorge,29.0,F,Cali,queremos más presencia policial.,Medio Ambiente,No urgente,2024-03-22,1,0,1,70
5818,María,,M,Pereira,no hay suficientes escuelas públicas.,Seguridad,No urgente,2023-04-19,1,0,1,78
5819,Ana,31.0,Otro,Pereira,,Medio Ambiente,Urgente,2024-07-23,0,0,0,95
5820,Jorge,37.0,M,Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2023-11-04,0,1,0,65
5821,Jorge,53.0,M,Cartagena,hay problemas con la recolección de basura.,Seguridad,Urgente,2024-10-20,1,1,0,88
5822,Jorge,49.0,Otro,Barranquilla,no hay suficientes escuelas públicas.,Educación,No urgente,2023-11-08,1,1,1,75
5823,Carlos,18.0,F,Pereira,las basuras no se recogen a tiempo.,Seguridad,No urgente,2023-01-06,0,1,1,93
5824,Carlos,63.0,M,Cúcuta,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2024-03-06,1,1,0,50
5825,Pedro,80.0,F,Barranquilla,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-02-17,0,1,1,85
5826,Camilo,37.0,Otro,Cartagena,no hay suficientes escuelas públicas.,Seguridad,No urgente,2024-03-09,0,0,0,73
5827,Ana,33.0,Otro,Santa Marta,necesitamos más acceso a internet en la zona.,Salud,Urgente,2023-08-29,1,0,0,90
5828,Valentina,31.0,Otro,Santa Marta,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-08-15,1,0,0,50
5829,Laura,47.0,M,Cali,queremos más presencia policial.,Seguridad,No urgente,2023-01-06,0,0,0,73
5830,María,19.0,F,Santa Marta,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-06-07,0,0,0,95
5831,Camilo,32.0,F,Cali,las basuras no se recogen a tiempo.,Educación,Urgente,2023-12-16,0,1,0,100
5832,Jorge,71.0,Otro,Santa Marta,,Salud,Urgente,2023-04-11,1,0,0,90
5833,Ana,69.0,M,Barranquilla,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,2024-05-13,0,0,0,95
5834,Sofía,28.0,Otro,Santa Marta,las basuras no se recogen a tiempo.,Seguridad,Urgente,2024-10-24,1,1,1,100
5835,Laura,16.0,M,Cali,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2023-07-20,0,1,1,100
5836,Ana,38.0,M,Santa Marta,la contaminación del río está aumentando.,Educación,Urgente,2023-11-18,1,1,1,100
5837,Juan,34.0,F,Barranquilla,queremos más presencia policial.,Salud,Urgente,2023-02-01,0,1,0,100
5838,Pedro,62.0,F,Cartagena,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2024-08-23,1,0,0,80
5839,Laura,37.0,M,Pereira,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,2023-06-13,0,1,0,95
5840,Laura,74.0,,Barranquilla,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2024-06-30,0,0,1,100
5841,María,65.0,Otro,Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2023-09-05,0,1,0,95
5842,Jorge,49.0,F,Bogotá,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-07-31,1,1,0,50
5843,Valentina,27.0,Otro,Manizales,las calles están muy oscuras y peligrosas.,Salud,No urgente,2023-10-21,0,0,0,75
5844,Sofía,75.0,F,Bogotá,necesitamos más acceso a internet en la zona.,Salud,No urgente,2023-05-18,1,1,0,60
5845,Pedro,80.0,F,Bogotá,hay problemas con la recolección de basura.,Seguridad,Urgente,2024-04-26,1,0,1,100
5846,Ana,70.0,,Cartagena,falta agua potable en varias casas.,Salud,Urgente,2023-03-27,1,0,1,100
5847,María,26.0,Otro,Cali,las basuras no se recogen a tiempo.,Educación,No urgente,2024-03-30,1,1,1,75
5848,Valentina,21.0,F,Bucaramanga,faltan médicos en el centro de salud.,Educación,No urgente,2024-11-02,0,1,1,90
5849,Camilo,23.0,Otro,Santa Marta,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2023-12-17,0,1,1,100
5850,Valentina,70.0,M,Santa Marta,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2024-07-24,0,1,1,100
5851,Sofía,56.0,M,Pereira,la contaminación del río está aumentando.,Educación,No urgente,2023-11-13,1,0,1,75
5852,Pedro,63.0,Otro,Bucaramanga,queremos más presencia policial.,Medio Ambiente,No urgente,2023-11-09,1,1,0,50
5853,Laura,16.0,F,Bucaramanga,falta agua potable en varias casas.,Educación,No urgente,2023-08-31,1,0,1,75
5854,Carlos,30.0,Otro,Bogotá,las basuras no se recogen a tiempo.,Educación,Urgente,2024-01-12,1,0,0,85
5855,Ana,42.0,Otro,Cali,falta agua potable en varias casas.,Salud,Urgente,2023-04-11,1,0,0,90
5856,Carlos,47.0,Otro,Manizales,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2024-10-23,1,0,1,100
5857,Sofía,49.0,M,Manizales,necesitamos más acceso a internet en la zona.,Educación,Urgente,2023-05-15,0,0,0,100
5858,Ana,29.0,M,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,2024-11-17,1,0,1,75
5859,Carlos,36.0,Otro,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,2023-03-15,1,0,0,90
5860,Camilo,24.0,M,Medellín,falta agua potable en varias casas.,Seguridad,No urgente,2023-12-30,0,1,1,93
5861,Jorge,76.0,,Bogotá,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2024-03-28,0,0,0,95
5862,Carlos,56.0,F,Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-01-19,0,1,0,65
5863,María,69.0,M,Bogotá,necesitamos más acceso a internet en la zona.,Educación,Urgente,2024-05-12,1,0,1,100
5864,Valentina,58.0,M,Manizales,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2024-05-22,1,0,1,100
5865,Pedro,62.0,F,Cali,las basuras no se recogen a tiempo.,Educación,No urgente,2023-03-08,0,0,0,70
5866,Camilo,,F,Cartagena,falta agua potable en varias casas.,Salud,No urgente,2023-09-20,0,0,1,95
5867,Carlos,,Otro,Cali,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,2023-11-07,1,1,1,75
5868,Juan,72.0,M,Cartagena,la contaminación del río está aumentando.,Seguridad,Urgente,2023-09-05,0,0,1,100
5869,Juan,,F,Cúcuta,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,2024-10-13,1,1,0,60
5870,Carlos,20.0,Otro,Medellín,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,2024-04-28,1,0,0,80
5871,Pedro,77.0,F,Medellín,,Salud,No urgente,2023-01-16,0,0,1,95
5872,Pedro,53.0,F,Bogotá,la contaminación del río está aumentando.,Educación,Urgente,2024-04-04,1,0,0,85
5873,María,74.0,Otro,Cúcuta,hay problemas con la recolección de basura.,Educación,No urgente,2023-10-09,0,0,0,70
5874,Juan,64.0,Otro,Bogotá,faltan médicos en el centro de salud.,Salud,Urgente,2023-04-27,1,0,0,90
5875,Sofía,37.0,F,Bucaramanga,las basuras no se recogen a tiempo.,Seguridad,Urgente,2023-10-07,1,1,0,88
5876,Carlos,42.0,Otro,Medellín,faltan médicos en el centro de salud.,Educación,No urgente,2023-10-17,1,1,0,55
5877,Jorge,27.0,M,Medellín,no hay suficientes escuelas públicas.,Educación,No urgente,2023-07-23,1,1,0,55
5878,Laura,73.0,M,Cúcuta,no hay suficientes escuelas públicas.,Salud,No urgente,2024-11-18,1,1,1,80
5879,Camilo,38.0,Otro,Pereira,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2023-12-30,0,0,1,100
5880,Ana,22.0,,Bogotá,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2024-09-29,0,1,1,85
5881,Jorge,29.0,Otro,Cali,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2023-11-11,1,1,1,70
5882,Laura,77.0,F,Bucaramanga,necesitamos más acceso a internet en la zona.,Salud,No urgente,2023-10-21,1,0,0,60
5883,Ana,48.0,M,Pereira,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,2023-05-09,0,1,1,90
5884,Jorge,28.0,F,Pereira,queremos más presencia policial.,Medio Ambiente,No urgente,2024-01-08,0,1,1,85
5885,Jorge,56.0,M,Cartagena,falta agua potable en varias casas.,Educación,Urgente,2023-09-06,0,1,0,100
5886,Jorge,22.0,F,Cali,queremos más presencia policial.,Educación,No urgente,2024-02-12,1,1,1,75
5887,Camilo,62.0,Otro,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,2023-11-27,0,0,0,73
5888,Sofía,64.0,F,Manizales,no hay suficientes escuelas públicas.,Salud,Urgente,2023-09-30,1,1,1,100
5889,Jorge,20.0,F,Cartagena,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2024-11-09,0,1,1,100
5890,Camilo,47.0,M,Bogotá,no hay suficientes escuelas públicas.,Salud,Urgente,2024-10-08,0,0,0,100
5891,Carlos,22.0,F,Manizales,hay problemas con la recolección de basura.,Seguridad,No urgente,2023-09-10,1,0,1,78
5892,Valentina,69.0,Otro,Santa Marta,faltan médicos en el centro de salud.,Salud,Urgente,2023-05-03,0,1,0,100
5893,Juan,20.0,Otro,Bucaramanga,hay problemas con la recolección de basura.,Educación,Urgente,2024-07-11,1,0,1,100
5894,María,58.0,Otro,Bogotá,falta agua potable en varias casas.,Salud,Urgente,2024-09-20,0,0,0,100
5895,Pedro,16.0,M,Bogotá,hay problemas con la recolección de basura.,Educación,No urgente,2023-06-05,0,1,1,90
5896,Pedro,46.0,M,Bogotá,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,2023-01-06,0,0,0,73
5897,Ana,,M,Pereira,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,2023-06-13,1,0,0,50
5898,Ana,49.0,F,Bogotá,hay problemas con la recolección de basura.,Educación,No urgente,2024-09-10,0,1,1,90
5899,Sofía,22.0,F,Cali,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,2023-12-16,1,1,1,78
5900,María,,M,Bucaramanga,falta agua potable en varias casas.,Educación,No urgente,2023-05-15,0,1,1,90
5901,Juan,16.0,F,Manizales,no hay suficientes escuelas públicas.,Salud,No urgente,2023-09-27,1,1,1,80
5902,Carlos,31.0,M,Pereira,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-05-15,0,1,1,85
5903,Valentina,52.0,Otro,Cali,queremos más presencia policial.,Seguridad,No urgente,2023-02-28,1,0,0,58
5904,Carlos,67.0,Otro,Cali,faltan médicos en el centro de salud.,Seguridad,Urgente,2024-05-15,0,0,0,100
5905,Juan,39.0,M,Barranquilla,,Seguridad,Urgente,2023-10-10,1,0,1,100
5906,María,72.0,Otro,Pereira,hay problemas con la recolección de basura.,Salud,No urgente,2024-11-14,1,0,0,60
5907,Pedro,69.0,F,Cartagena,necesitamos más acceso a internet en la zona.,Salud,Urgente,2024-05-28,1,1,0,90
5908,María,59.0,,Barranquilla,falta agua potable en varias casas.,Seguridad,No urgente,2023-04-10,1,0,0,58
5909,Carlos,30.0,Otro,Bucaramanga,no hay suficientes escuelas públicas.,Salud,No urgente,2024-03-25,1,1,1,80
5910,Laura,15.0,Otro,Santa Marta,falta agua potable en varias casas.,Educación,Urgente,2023-04-18,0,1,0,100
5911,María,20.0,Otro,Bucaramanga,queremos más presencia policial.,Seguridad,No urgente,2023-12-31,0,0,0,73
5912,Juan,29.0,F,Cartagena,necesitamos más acceso a internet en la zona.,Salud,No urgente,2023-11-21,1,0,0,60
5913,Camilo,72.0,F,Bucaramanga,las calles están muy oscuras y peligrosas.,Educación,Urgente,2023-09-12,0,0,0,100
5914,Carlos,77.0,Otro,Cartagena,las basuras no se recogen a tiempo.,Educación,Urgente,2023-08-29,1,1,1,100
5915,Laura,15.0,M,Cali,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,2024-05-23,1,1,0,58
5916,Juan,16.0,F,Pereira,hay problemas con la recolección de basura.,Seguridad,No urgente,2024-05-06,1,1,1,78
5917,Valentina,28.0,F,Cali,no hay suficientes escuelas públicas.,Salud,No urgente,2023-10-18,1,0,0,60
5918,Sofía,67.0,,Santa Marta,necesitamos más acceso a internet en la zona.,Salud,No urgente,2024-02-25,0,1,0,75
5919,Carlos,75.0,F,Cartagena,hay problemas con la recolección de basura.,Seguridad,No urgente,2024-11-07,1,1,1,78
5920,Jorge,76.0,F,Medellín,la contaminación del río está aumentando.,Educación,No urgente,2023-10-03,1,0,0,55
5921,Ana,19.0,Otro,Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2023-01-17,1,0,0,50
5922,Sofía,62.0,Otro,Pereira,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2024-09-13,1,0,0,80
5923,Camilo,62.0,M,Pereira,la contaminación del río está aumentando.,Educación,Urgente,2024-04-01,1,1,1,100
5924,María,30.0,,Bogotá,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,2023-09-18,1,1,1,100
5925,Laura,40.0,F,Bucaramanga,queremos más presencia policial.,Salud,Urgente,2024-03-19,1,0,0,90
5926,Jorge,16.0,Otro,Bucaramanga,las calles están muy oscuras y peligrosas.,Salud,Urgente,2024-01-23,1,0,0,90
5927,Sofía,36.0,M,Pereira,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-07-27,1,0,0,50
5928,Valentina,30.0,F,,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,2024-02-25,1,0,1,100
5929,Laura,70.0,Otro,Barranquilla,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,2024-04-19,0,0,0,100
5930,Valentina,17.0,Otro,Pereira,no hay suficientes escuelas públicas.,Salud,Urgente,2023-08-03,0,1,0,100
5931,Valentina,,Otro,Cartagena,no hay suficientes escuelas públicas.,Educación,Urgente,2023-11-29,1,0,1,100
5932,Valentina,47.0,,Cúcuta,necesitamos más acceso a internet en la zona.,Educación,Urgente,2024-03-20,0,1,1,100
5933,Sofía,,M,Cúcuta,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2023-02-13,0,0,1,100
5934,Ana,27.0,M,Cali,necesitamos más acceso a internet en la zona.,Salud,No urgente,2023-04-13,1,0,1,80
5935,Ana,23.0,Otro,Cartagena,las calles están muy oscuras y peligrosas.,Educación,Urgente,2023-12-13,1,0,0,85
5936,Sofía,78.0,M,Manizales,,Seguridad,No urgente,2024-07-26,1,1,0,58
5937,Ana,38.0,Otro,Medellín,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,2024-01-04,1,1,1,100
5938,Juan,44.0,Otro,Santa Marta,no hay suficientes escuelas públicas.,Salud,No urgente,2023-02-13,0,1,0,75
5939,Carlos,52.0,M,Barranquilla,las basuras no se recogen a tiempo.,Educación,No urgente,2024-02-16,0,1,0,70
5940,Carlos,42.0,M,Cúcuta,falta agua potable en varias casas.,Educación,No urgente,2023-01-29,1,1,0,55
5941,Ana,,M,Bucaramanga,las basuras no se recogen a tiempo.,Seguridad,No urgente,2023-06-29,0,0,0,73
5942,Sofía,63.0,F,Cúcuta,las basuras no se recogen a tiempo.,Salud,No urgente,2023-11-04,0,1,1,95
5943,Valentina,76.0,F,Cartagena,necesitamos más acceso a internet en la zona.,Educación,No urgente,2024-08-07,1,0,1,75
5944,Camilo,69.0,M,Manizales,hay problemas con la recolección de basura.,Educación,Urgente,2024-11-20,0,0,1,100
5945,Valentina,17.0,Otro,Manizales,las basuras no se recogen a tiempo.,Educación,No urgente,2023-06-10,1,0,1,75
